ID,label
ID_HUD1ST,1
ID_KGE2HY,1
ID_VHV9BL,1
ID_ZT0VEJ,0
ID_5NFXVY,0
ID_81CCTX,0
ID_UMIM3F,0
ID_EHJS0N,0
ID_F57CLH,1
ID_LJPWH7,0
ID_XTZXEI,0
ID_UKK9B4,0
ID_N2TJBB,0
ID_E9L1ME,0
ID_QXITL0,0
ID_7CIP7I,1
ID_FTX35T,0
ID_FX8Y9O,0
ID_P5WZNM,0
ID_7GDYGT,1
ID_5K2S91,0
ID_57DIJ4,0
ID_PYQJPO,0
ID_C8QRT5,1
ID_8C8KEY,1
ID_9WDLDA,0
ID_RWXX12,1
ID_P8S7G4,0
ID_03CDM6,0
ID_6G5R4O,0
ID_P9PI9A,0
ID_CEX4NM,0
ID_SW1V8D,1
ID_KAK8UI,0
ID_7WCE18,0
ID_0B0VY6,0
ID_K7DZF2,0
ID_JN0XBP,0
ID_CVP24F,0
ID_D52M0J,1
ID_VAOZA4,0
ID_LUIJZE,0
ID_RU9X7V,0
ID_0QPO0B,1
ID_TLEG63,0
ID_QVZX9V,0
ID_1IR9WF,0
ID_A8UJMX,0
ID_CY9SBE,0
ID_Z3WANW,0
ID_IN1RRK,0
ID_OIJP43,0
ID_N3T2D6,0
ID_9UECNR,0
ID_VTII3K,0
ID_VWYT8S,0
ID_8YDWA0,0
ID_3M1GP9,0
ID_ZM7R4Q,1
ID_9AQPV1,0
ID_RC5I5R,0
ID_V5B25C,0
ID_2CE647,0
ID_RH7F42,1
ID_YG1LC4,0
ID_LU6BHF,0
ID_XQC9Z7,0
ID_6UG1EJ,1
ID_P86PE2,0
ID_9M300Y,0
ID_DG0C4U,1
ID_2I2Z6Z,0
ID_400RTJ,0
ID_WH7DZ3,0
ID_85S02N,0
ID_EWQ26K,1
ID_KPPJ5P,0
ID_1NK8SM,0
ID_RYCJ4Y,0
ID_73QUH7,0
ID_5NEF8D,0
ID_O76Z6P,0
ID_XG61M6,1
ID_IKU9QF,0
ID_0PSRXI,0
ID_THLFOS,0
ID_F2KBOP,1
ID_RE3N40,0
ID_50N2SM,0
ID_TEQC5B,0
ID_TV6JC8,1
ID_STD4VJ,0
ID_UZ74WN,0
ID_G4BDC9,0
ID_HXP5ML,0
ID_Z6MT2M,0
ID_XRT6Q4,0
ID_EDTCVM,0
ID_BJ3C9Q,0
ID_T3VRVT,0
ID_8TFU7N,0
ID_S9X0GW,0
ID_NW8JNV,0
ID_OJS7SC,0
ID_BHQPPQ,0
ID_P9ARU1,0
ID_D54BJH,0
ID_WR104C,1
ID_A2DQER,0
ID_21H8DA,0
ID_126AWG,0
ID_KAE13A,0
ID_8DEB8P,0
ID_YGWCP0,1
ID_0COLJF,0
ID_C60KH6,1
ID_SC3TZO,0
ID_DSKS6C,0
ID_1FCIIF,0
ID_7CC2XD,0
ID_TEVA6W,0
ID_MM1Z6N,1
ID_PRUQLD,1
ID_KTFUHQ,0
ID_2JDQZ8,0
ID_F78RV4,1
ID_IL62YL,1
ID_7AYWGQ,0
ID_GRZLMY,0
ID_PUZLZB,0
ID_ESJ50E,0
ID_QDU47S,1
ID_S9ODYL,0
ID_L5ELC9,0
ID_AED4M6,0
ID_XY73IN,1
ID_TKC0XW,0
ID_K75Q1F,0
ID_E79PCJ,0
ID_8ISK0D,0
ID_JELPG0,0
ID_G6K699,1
ID_KDQVY5,0
ID_TXDIHJ,0
ID_BB6A06,0
ID_SZXVDD,0
ID_NTUNPD,0
ID_BFMGO2,0
ID_V9VL84,0
ID_AOK8TS,0
ID_WDUBAK,0
ID_VCF6G4,0
ID_741FTK,0
ID_YH7VQ9,0
ID_CQV93M,0
ID_KBULVO,0
ID_XPSF6S,0
ID_ZLAFGD,0
ID_ZO22GP,0
ID_K8H08Z,0
ID_8NWS0A,0
ID_2IOV5S,0
ID_XIPL4N,0
ID_7JWAN7,0
ID_56DQ1A,0
ID_K0JHYS,0
ID_GX4WRP,0
ID_GIQJ7J,0
ID_DGBH97,1
ID_M36ZR0,0
ID_87DSCA,0
ID_8X89J4,1
ID_RJJ1GR,0
ID_I395Q2,0
ID_W0J738,0
ID_PMU4B6,0
ID_S8G8IV,1
ID_WBXNWO,0
ID_1Q4AOO,0
ID_73BKIF,1
ID_VP4HDZ,0
ID_BGKTDU,0
ID_238SDL,0
ID_LSCMFC,0
ID_N2G53Y,0
ID_YBABI5,0
ID_R4XKHT,0
ID_C1OGIT,0
ID_WFHV81,0
ID_V9TB8W,0
ID_305MIB,0
ID_GK5K20,0
ID_R6I7Z5,0
ID_8XU9PK,0
ID_H4TDOI,0
ID_T0WL56,0
ID_LDBUFF,0
ID_F28N7F,0
ID_3OW9N3,0
ID_Q2MZQ5,0
ID_AVV982,1
ID_P444XP,0
ID_ECIIKY,0
ID_8XF1QU,0
ID_TOH28O,0
ID_BAE39L,0
ID_8NK5M3,0
ID_XWADCK,0
ID_B0V7L4,1
ID_I4XVAA,0
ID_K3BMDJ,0
ID_0TLHEK,0
ID_DNWKKK,0
ID_A9TVN1,1
ID_WH2NQL,0
ID_71YO7L,1
ID_SB5MRX,0
ID_6QHORN,0
ID_OO8VXK,0
ID_MNL95E,0
ID_2VQJB7,0
ID_G9I7QP,0
ID_Q87TPJ,0
ID_4QYE2H,1
ID_VOVYZ1,0
ID_Z96KLQ,1
ID_PLHK1J,0
ID_MJQG3T,0
ID_29RVBQ,0
ID_B6IH0I,0
ID_BDY3L4,0
ID_8DTBC0,0
ID_TT0KZD,0
ID_X188P5,1
ID_4IPN7X,0
ID_IK14T0,0
ID_92DOC5,0
ID_MFRP9F,0
ID_CEMUR1,0
ID_UD42F9,0
ID_8700JE,0
ID_8EO8V1,0
ID_JWDUAA,0
ID_MJN06Z,1
ID_GN1A1E,0
ID_8L2F9V,0
ID_KBLUY9,0
ID_I1R56K,1
ID_MYUNPZ,0
ID_TAGD5I,1
ID_RL2YQI,0
ID_8JDY2S,1
ID_03FGET,0
ID_2J9MFB,0
ID_PCT6XN,0
ID_3LYJTD,0
ID_OIBKMJ,1
ID_2PW1U5,0
ID_6QUWFO,0
ID_GVDUW3,1
ID_8MOVDO,1
ID_WY97DX,1
ID_ZZXO0E,0
ID_YG0W96,0
ID_X9KP3C,0
ID_YC0531,0
ID_ECGR5G,0
ID_9DUI6E,0
ID_0S6TAJ,1
ID_OQP2JZ,0
ID_17H8GL,1
ID_T3WDTO,0
ID_HK3MJL,0
ID_DC2OA7,0
ID_XFUHZA,1
ID_OARV3X,1
ID_U4JVI0,0
ID_69AWCF,0
ID_9DB1U9,0
ID_427FJ7,1
ID_NFO3WH,0
ID_M9CFUJ,0
ID_7VZKE2,0
ID_LDGT86,0
ID_AQ23YS,1
ID_7E5R3Z,1
ID_MX9DTT,0
ID_D1EE4E,0
ID_AU5AAW,0
ID_1UODPU,0
ID_T5TY76,0
ID_WGB5F8,0
ID_EYAS67,0
ID_R3II2Y,0
ID_XWB1UD,0
ID_SV2JH6,0
ID_ARL5FK,0
ID_FVCEC5,0
ID_5K6AYY,0
ID_DOSBV7,0
ID_GY3KRX,0
ID_NZS0CP,0
ID_NCFEWF,1
ID_P3183F,0
ID_OG440Y,0
ID_B0LDO4,0
ID_USRLKK,1
ID_1H6NNY,0
ID_8MQWFO,1
ID_3700RZ,1
ID_VGYVQR,0
ID_1U3Q0W,0
ID_VSUKV2,1
ID_C5I6J5,1
ID_Q9MD63,0
ID_AT4VCL,0
ID_YIYTL5,0
ID_1JSXGR,0
ID_8SIJFG,0
ID_DVAKXT,0
ID_YAA43H,0
ID_UFMYFD,0
ID_HNOZ6O,0
ID_J99BS4,0
ID_XCA1Z3,0
ID_GL093A,0
ID_7XFOMD,1
ID_L6QTVJ,0
ID_KWUSR4,0
ID_D4FZQG,1
ID_PSQRLZ,0
ID_RSF9X5,1
ID_340D5C,0
ID_QH3OQH,0
ID_52CMQ5,0
ID_JRVM9X,0
ID_3LGDXH,0
ID_TN4ISR,0
ID_UY658H,1
ID_MOOJIE,0
ID_AT5P04,0
ID_FP68SN,0
ID_8FEDME,0
ID_4V0JYE,0
ID_M9HSPF,0
ID_H2M5DT,0
ID_7VOQKL,0
ID_86KPSU,0
ID_MY6CVF,0
ID_CCWBG0,0
ID_TS6PJ6,1
ID_63FWNU,0
ID_K13FQN,0
ID_8LPW7L,0
ID_1UUGCM,0
ID_6EAW33,0
ID_AW4I15,0
ID_KTX6CQ,1
ID_G6THKV,0
ID_S7TR1R,0
ID_SMKK71,1
ID_N888F6,0
ID_BZCK41,0
ID_8B66PW,0
ID_YLBAPT,0
ID_Z9AP21,0
ID_HVZOEZ,0
ID_IELG8M,0
ID_JJRTOB,0
ID_HRO2A7,0
ID_ED1SO4,0
ID_ON7RRH,1
ID_6FHAW1,0
ID_2G3DIJ,0
ID_97QDFA,0
ID_OXHKIL,0
ID_I5L1TB,0
ID_FGNPGN,0
ID_BWTELO,0
ID_77O5YH,0
ID_Q5VHQE,0
ID_8RIDAO,0
ID_TZ4Q0U,0
ID_E000R4,0
ID_8AUW7O,0
ID_NNSLLY,1
ID_C41LBP,0
ID_PVGRAX,1
ID_E8QVBE,0
ID_QMVZQJ,0
ID_BAH6TB,0
ID_NX8WPG,0
ID_JTVC89,0
ID_SRUIEN,1
ID_NE4JVZ,0
ID_LP131R,1
ID_A3QVJQ,0
ID_0Y7H6G,0
ID_9VVUNH,1
ID_ENMIKI,0
ID_Y53668,0
ID_NY03SC,0
ID_597KQH,0
ID_QH9BN5,0
ID_UPBNQO,1
ID_5PNN77,0
ID_7D0J85,0
ID_F1DV4T,0
ID_IH6GW2,1
ID_ZAZM2X,0
ID_QZJO8B,0
ID_13HRAR,1
ID_I8R6I8,0
ID_NDZXM5,0
ID_QXQXET,0
ID_RYRYDR,0
ID_GNW30T,0
ID_LOCKU9,0
ID_ZBE3RE,1
ID_44JP2F,0
ID_X58UCY,1
ID_3GI6Y4,0
ID_H6LFL1,0
ID_8NCXT4,0
ID_O1TSID,0
ID_GVY7QD,0
ID_KAJA71,1
ID_WXBNGG,1
ID_6481LY,0
ID_QELK4J,0
ID_COVFHC,0
ID_957USP,0
ID_BUXGFC,0
ID_Q1KVLC,0
ID_BAAPBS,0
ID_69G7LP,0
ID_Q4P80M,0
ID_51ZOZQ,0
ID_5QCECF,0
ID_BUTURW,0
ID_SHIQ65,0
ID_O9KSMX,0
ID_X8CA1T,0
ID_IESLQ6,0
ID_KR1RVL,0
ID_7U1D1S,0
ID_P1BFQZ,0
ID_DRVDRL,0
ID_8M3WA3,0
ID_Z7B4NI,0
ID_YR9HWK,0
ID_05NIQ8,0
ID_VNF7B5,0
ID_S1EW28,0
ID_Z72RFD,0
ID_8GUH5A,0
ID_Q5PNKW,0
ID_ROMZX1,1
ID_7JX8UQ,0
ID_OOMFPV,0
ID_2SAW9Y,0
ID_TWZ0BN,0
ID_E6FAWN,0
ID_SVSSTO,1
ID_6O0DXG,0
ID_E66YLO,0
ID_Y81ZRS,0
ID_CVODQP,0
ID_7JVV43,0
ID_E1K887,0
ID_0B4HOM,0
ID_K6J1W7,0
ID_VS8CQ8,0
ID_7MRBXD,0
ID_NRUAP6,0
ID_X9DMGW,0
ID_CLQJPL,1
ID_YDQMJ5,0
ID_9XKCBA,1
ID_R82DVI,1
ID_I66L4O,0
ID_C6JDIV,0
ID_N128D7,1
ID_0JU0RC,0
ID_K5VGMS,0
ID_VB25QZ,1
ID_DOS4AO,0
ID_T25D3H,0
ID_5JB1AL,0
ID_BC3KCZ,0
ID_8DM6Q7,0
ID_09EBDY,0
ID_32LLZV,0
ID_6NQ1F6,0
ID_L8IBYJ,0
ID_X41NYF,0
ID_R1RZRK,0
ID_DN8AMM,0
ID_JQRK7I,0
ID_E5BNR5,0
ID_AI0LGK,1
ID_F4H3KQ,0
ID_JKDSPD,0
ID_1T0GC0,0
ID_9HPW0S,0
ID_2JY1YW,0
ID_R0ZMFR,0
ID_34HPF0,1
ID_RFOWWU,0
ID_S6UVD7,0
ID_I3YTNM,1
ID_DKHCOF,0
ID_0N2WDR,0
ID_CGMSAY,0
ID_3JQTR7,0
ID_TM20SH,0
ID_5XH9YU,0
ID_KGKYFK,0
ID_L9AC4L,0
ID_WJ28B5,0
ID_52VC36,0
ID_TIRCBI,0
ID_531YUB,0
ID_LI0QI6,0
ID_ZHJO76,0
ID_NDIL6J,0
ID_NPL78Q,1
ID_8O6NFU,0
ID_RCF79X,0
ID_67I1EZ,0
ID_H6XCNC,0
ID_21SBSQ,1
ID_U9CTRB,0
ID_060H68,0
ID_FBQ2KD,0
ID_EN6LWL,0
ID_8LDR38,0
ID_PPUDSR,0
ID_I5D5C9,0
ID_QBSIHV,0
ID_7QDML1,1
ID_VR3TS0,1
ID_UAKJWS,1
ID_2424SP,0
ID_7WXQTQ,0
ID_757372,0
ID_8K8LZN,0
ID_V62VPV,0
ID_5M86VH,0
ID_X7RR5G,0
ID_Q7BJ02,0
ID_SZZSGT,1
ID_HPU7CL,0
ID_IGM12N,0
ID_WB9CLT,0
ID_XSY436,0
ID_5X6X94,0
ID_O457DR,0
ID_TG1FLT,0
ID_85B51K,1
ID_N7NBYN,0
ID_EEKBVB,0
ID_9JV38I,1
ID_OQWWQK,0
ID_X0TI64,0
ID_7MYM6T,0
ID_O369GI,1
ID_57GHWX,0
ID_L5JBB5,0
ID_ZPY56E,0
ID_20QK9Y,0
ID_DYB2OH,0
ID_6YOIHZ,0
ID_SBQPOJ,0
ID_2GO8JE,0
ID_W0B74A,1
ID_Z5I8PS,0
ID_NS7ZVH,1
ID_AFDS9Z,0
ID_JMD8KY,0
ID_YAFB6C,1
ID_32P5DJ,0
ID_Y66V3E,0
ID_Y20KZC,0
ID_Q73011,1
ID_KKI7F1,0
ID_JGIF2L,0
ID_1DL5R2,0
ID_ZNPDLE,0
ID_AJNAGY,0
ID_D7D8ET,0
ID_2FN37K,0
ID_WF983Z,0
ID_M5AOEF,0
ID_IINF20,0
ID_97ZF7L,1
ID_WBH1A4,0
ID_VZ69I2,0
ID_7EG9VN,0
ID_7RIK8B,0
ID_QMOUFZ,1
ID_NITVKA,0
ID_TCOADJ,0
ID_030E20,0
ID_JD50OR,0
ID_RJN26W,1
ID_ZLTW6U,0
ID_PGIS7Y,0
ID_WHGVNH,0
ID_8LF5D5,0
ID_NG04XS,0
ID_PRQ935,0
ID_K9JGQO,0
ID_FD80YT,0
ID_F071OY,0
ID_0T1IEN,0
ID_S09QKH,0
ID_PAVM49,0
ID_J3AVWI,0
ID_XF0Z64,0
ID_MY0CYP,0
ID_IANG9W,1
ID_PJ8F92,0
ID_FJ5XF8,0
ID_QIWY5N,1
ID_LOZ1HI,1
ID_PX18DO,1
ID_20L5Q1,0
ID_RRFY1C,0
ID_HNEW7D,0
ID_8AEQD3,0
ID_X4HIS3,0
ID_FFDXTD,0
ID_5VC2WD,0
ID_R8QIX8,0
ID_POAZG8,0
ID_MMWX4Y,1
ID_700K2U,0
ID_X7DHP9,1
ID_0WQ4EP,0
ID_B41D92,0
ID_07FK8L,0
ID_TLI1Q6,0
ID_4CPQ1V,1
ID_90UXQV,0
ID_ZSGZJ3,0
ID_73UCHA,0
ID_GIWYDQ,0
ID_WEIL0D,0
ID_ROFY44,0
ID_MEVR8B,0
ID_FAMK7Q,0
ID_PWNIU1,0
ID_8GFD15,0
ID_HASNNZ,0
ID_8NQ8MY,0
ID_7K66L0,0
ID_1YY8H9,0
ID_BELNVG,0
ID_XX2DTI,0
ID_AYZJ1B,0
ID_LXJM9O,0
ID_2LIHY5,1
ID_FY1JE4,0
ID_7O67XS,0
ID_PM79A6,0
ID_2GZKDS,0
ID_XMDKCV,0
ID_7NQ1GB,0
ID_JIHWW1,0
ID_7M3N0D,0
ID_C0YIDK,0
ID_OREQWR,0
ID_3G5LHF,0
ID_V91OQ6,0
ID_27LPTK,0
ID_GMOHPB,0
ID_DTOUIB,0
ID_AJ4O57,1
ID_ADVWAA,1
ID_TG7W3N,0
ID_P28183,1
ID_T6ERHF,0
ID_SEQ94I,0
ID_LPKRCD,1
ID_G91FDX,0
ID_V1LZYY,0
ID_9M9CKV,0
ID_O0RJ51,0
ID_LXEROT,0
ID_YDHYGA,0
ID_CQ7AOE,0
ID_G7FAMI,0
ID_9RAV0R,0
ID_RVB56M,0
ID_KCY9KZ,0
ID_SFBENP,0
ID_713NSC,0
ID_O3IXKB,0
ID_BI45LT,0
ID_SDP8AJ,0
ID_A9PB6J,0
ID_9B2ZDK,0
ID_1GN74L,0
ID_U2FRJW,1
ID_AY00AI,0
ID_HVNW1J,0
ID_70GWTC,0
ID_5YQ3JZ,0
ID_9R6UN1,0
ID_4PYQX8,0
ID_IDIJK3,0
ID_JYQADD,0
ID_XGJRBM,1
ID_E6KKIQ,0
ID_E6AKGP,0
ID_QZULTX,0
ID_OQ5S1V,0
ID_8TJX5Z,0
ID_VO53M6,1
ID_UUCFTE,0
ID_LBRJSA,0
ID_YNJWRS,1
ID_S3D8E6,0
ID_W9YQUZ,1
ID_8U4BOH,0
ID_QI67WO,0
ID_6A572E,1
ID_4TSO9A,0
ID_XIRS0U,1
ID_BG1EW0,0
ID_JJQLUV,0
ID_825MGD,0
ID_FVEHPF,0
ID_6HHDXJ,1
ID_SZXLNT,0
ID_65X80M,0
ID_Q53VX6,0
ID_OZQ7WV,0
ID_O3QIA7,0
ID_WG9PEA,0
ID_BA90VX,0
ID_YG5SAV,0
ID_RUNBFJ,0
ID_OOG37W,0
ID_7JZ3B1,0
ID_60CHES,0
ID_T4J7JL,0
ID_4GRI2B,0
ID_PXYFUM,0
ID_9EFYV9,0
ID_WHZ7I0,1
ID_3P9OMJ,0
ID_DR10Y5,0
ID_QP1SHY,0
ID_UL4F9F,0
ID_40KZ27,0
ID_RG7ZJA,0
ID_JM7QF1,0
ID_9OYPC6,0
ID_ILR1ZT,0
ID_PB09RG,0
ID_2AV7CA,0
ID_TV04NC,0
ID_74U5KL,0
ID_SBBAZJ,0
ID_DYWA7P,0
ID_M2TGZ7,0
ID_NP0J1M,0
ID_DPLVQ7,0
ID_5K8BYK,0
ID_GUVTM7,0
ID_MXRNMB,0
ID_G07AL3,0
ID_WS56WS,0
ID_NH69SW,0
ID_YU3E7N,0
ID_0FFSMB,1
ID_TWXZVR,0
ID_CXP0GD,0
ID_YHE21I,0
ID_Q1SH65,0
ID_9P4WS7,0
ID_WWDZ3X,0
ID_T0KP3M,0
ID_CZ68Q4,0
ID_QU6J29,1
ID_I9SRB1,0
ID_P6OW7E,0
ID_0MBG2I,1
ID_BYQW9M,0
ID_1PX49D,0
ID_TL4MHV,0
ID_Q4PI20,0
ID_SFOLZO,0
ID_Y6729D,0
ID_29DL0W,0
ID_FTVSPL,0
ID_KNHNZ3,0
ID_CP37WT,0
ID_TQ0I81,0
ID_ERJSLX,0
ID_7VUJ7O,0
ID_6YVIFA,1
ID_RUBPAT,0
ID_RC1Y5U,0
ID_IIP3RC,0
ID_9GQ8YU,0
ID_W19ZCL,0
ID_89BWD2,0
ID_WJK1BQ,0
ID_IHWSYA,0
ID_DGO03A,0
ID_CPPZ3T,0
ID_GF8N1H,0
ID_ZKHL2I,1
ID_4EMXBJ,0
ID_4Z9AQH,0
ID_HXW0I5,0
ID_N3COJ6,1
ID_18ATO1,0
ID_CSHQS1,0
ID_EZXSB1,0
ID_2JO6IX,1
ID_74XE0F,0
ID_TZXV59,0
ID_2J9D1T,0
ID_0H23GU,0
ID_3FRHE2,0
ID_BLDGX7,0
ID_2OGUGK,1
ID_MMCVPT,0
ID_VHDF4K,1
ID_ET3ISR,0
ID_6AKAU3,1
ID_RX87AX,0
ID_NNWCQ3,0
ID_WMUWUP,0
ID_5ZY5YV,0
ID_DK7LU8,0
ID_3W9WBK,0
ID_5VCMPV,0
ID_QS3KS4,1
ID_AUSMPY,0
ID_9571SK,0
ID_6B54KZ,0
ID_BOSI3L,0
ID_W4LXOZ,0
ID_UF4OG3,0
ID_AW76WK,0
ID_U5CA0U,1
ID_F5OD5M,0
ID_S8I3QG,0
ID_16YYV4,0
ID_E251OY,0
ID_LW9PAG,0
ID_UFLTU4,1
ID_8M28VG,0
ID_EFI1X1,1
ID_TOC6Y8,0
ID_ZIMEQF,0
ID_BZ7ZZE,0
ID_G97Q8Z,0
ID_RNK90O,0
ID_5W0LWA,1
ID_K45WOE,0
ID_P03MKI,0
ID_HWN1WX,0
ID_B0FDJS,1
ID_UVZ8XR,1
ID_F5EWAG,0
ID_WVA153,0
ID_OB3GUQ,0
ID_K65BJB,1
ID_CHJ8JX,0
ID_V8HC4S,0
ID_J3S9HR,0
ID_C3UNF5,0
ID_P5IGCK,1
ID_TNZOZS,0
ID_9LSQ45,0
ID_V5KQCE,0
ID_WDNWO6,0
ID_6B6FRU,0
ID_CHF8N2,0
ID_N6BIGZ,1
ID_R4WYYR,0
ID_LO93YG,1
ID_O7LSKU,0
ID_TEIAQG,1
ID_BW0UJW,0
ID_OZQXXI,1
ID_VJBZWK,1
ID_4H58TP,0
ID_XUB02Y,0
ID_V1K3M2,0
ID_WQFDUU,0
ID_WTQ4R2,1
ID_2KHDQZ,0
ID_437ESH,0
ID_92TBC3,0
ID_P0B092,1
ID_TGI87B,0
ID_UXJC8E,0
ID_D3JGRA,0
ID_0EURCB,0
ID_BOODMS,0
ID_XOH028,0
ID_ISX7JS,0
ID_8C9ZZW,0
ID_UFWUXA,0
ID_B83JLY,0
ID_44R8D2,1
ID_QLBZ69,1
ID_0ZW4GS,0
ID_LM08R7,0
ID_KH8C7Z,1
ID_SU4ET6,0
ID_ILLU65,0
ID_OUG1MA,0
ID_M889ZE,0
ID_WGFTXP,0
ID_RB9BZ0,1
ID_IV4E8A,0
ID_M8RTRC,0
ID_Y9ACME,0
ID_OFWGAA,0
ID_Y031JQ,0
ID_CUE61A,0
ID_H33X84,1
ID_NX0ZSA,0
ID_OXU54V,0
ID_NQWUCE,0
ID_X8O3F3,1
ID_13UBA3,0
ID_K1BPZV,0
ID_5LJTXI,0
ID_TG3OQI,1
ID_GXBAAA,0
ID_8HQ8AI,0
ID_GV00JA,0
ID_878PE1,0
ID_8I24KZ,0
ID_PQTTRN,0
ID_VK5IY6,1
ID_M6Q80T,0
ID_34QYM5,0
ID_JKJ7X1,0
ID_7UY8GG,1
ID_AZCH1L,0
ID_TMWBAH,0
ID_1X3DR3,0
ID_HP82IX,0
ID_U9SJBE,1
ID_DL90PB,0
ID_I9YJZ1,1
ID_KWE88R,0
ID_5NZDM6,0
ID_FC3TQA,1
ID_MS9HVA,0
ID_5XE8Z5,0
ID_46V1X9,0
ID_4C1RBL,0
ID_59PHPU,0
ID_5SMP6T,0
ID_2758EP,0
ID_EIK0FB,1
ID_UYTDX1,0
ID_42BL5M,0
ID_UOWZS4,1
ID_TTPIYG,0
ID_31R7DN,0
ID_M6E55X,1
ID_CFYT3L,0
ID_RTWIF4,1
ID_7E0IS5,0
ID_4EAYFP,0
ID_1S5PMS,0
ID_8AI9G1,1
ID_EU0HP8,0
ID_F6WFRC,0
ID_I0BP4G,0
ID_Y96IQN,0
ID_RM5NYY,0
ID_4TYB8X,0
ID_AI3BBC,0
ID_JF6ECL,0
ID_XWXLKN,0
ID_YMFORO,1
ID_ET1E4H,0
ID_MI1EH3,0
ID_8USBWC,0
ID_F00ZIR,0
ID_76KB29,0
ID_6JBZ4F,0
ID_16770X,0
ID_0F5JV2,1
ID_IG29LT,0
ID_969NLN,0
ID_86LWQF,0
ID_P6DBA9,0
ID_YQOUV8,0
ID_347J1X,1
ID_FIBGPJ,1
ID_UHHZES,0
ID_U78OXE,1
ID_MRYDR5,1
ID_W23GA4,0
ID_UURT4C,0
ID_PMGWXL,1
ID_FQC5UA,0
ID_ON4JEO,1
ID_YK9YJQ,0
ID_I6GD66,0
ID_W2XCO8,0
ID_LKLJWG,1
ID_F8V0V5,0
ID_LH1IQ0,0
ID_F79BO1,0
ID_BYB3NQ,0
